3868,17808,0
2224,18504,0
1408,15500,0
492,16716,0
1788,16896,0
1400,18132,0
1116,20436,0
2228,21132,0
676,23508,0
4384,23028,0
1028,18216,0
2784,17372,0
892,16880,0
2244,13784,0
696,14212,0
2940,12788,0
416,20648,0
676,18200,0
3176,22264,0
2804,14600,0
2404,16852,0
1896,16780,0
4020,16904,0
3128,16672,0
3080,16972,0
2540,19824,0
3788,23212,0
2144,19912,0
3724,25896,0
4264,16752,0
1636,17248,0
1668,13572,0
3044,13076,0
0,16104,0
1036,20276,0
1596,16996,0
2012,18064,0
1884,16284,0
3784,12600,0
1096,15876,0
0,16564,0
920,18504,0
0,21832,0
3460,19720,0
3784,29336,0
5944,24040,0
3160,17192,0
1712,16752,0
572,15208,0
1360,12884,0
328,17524,0
0,18352,0
48,21476,0
200,16416,0
496,15896,0
1348,16528,0
336,15428,0
1268,17436,0
668,13876,0
1328,17504,0
4588,16248,0
4408,19936,0
5280,22304,0
128,25788,0
3292,21420,0
2776,15892,0
1392,10412,0
32,12920,0
0,14888,0
828,16032,0
0,18436,0
0,20784,0
3968,14408,0
2248,16184,0
4012,15820,0
4700,14888,0
2948,16852,0
5292,17740,0
2792,18804,0
2652,18972,0
2456,19976,0
240,15492,0
2200,14880,0
632,18184,0
1780,16908,0
1532,15856,0
800,17668,0
1868,21484,0
284,16308,0
2912,15120,0
5584,18144,0
4828,18800,0
5772,30816,0
6300,24928,0
832,20620,0
968,18740,0
796,16728,0
0,14708,0
5568,14076,0
0,20928,0
2484,16608,0
1448,18232,0
0,17952,0
1896,15732,0
1580,13148,0
2460,13836,0
5748,15296,0
2688,15244,0
2772,16380,0
5248,17380,0
176,25220,0
11912,23952,0
0,11916,0
8884,24484,0
3768,21788,0
0,14872,0
4268,15572,0
748,19768,0
144,16196,0
4632,19512,0
968,15616,0
3604,15248,0
4632,14384,0
5704,13304,0
7968,13944,0
8348,13228,0
7636,15272,0
7880,15768,0
2224,17000,0
2428,17352,0
4740,21236,0
3520,16328,0
3932,20932,0
252,24816,0
3488,16356,0
0,17624,0
184,15168,0
2792,12604,0
2144,12844,0
44,18300,0
0,18236,0
3088,20412,0
0,16064,0
2192,17856,0
600,11880,0
1240,18356,0
6064,13756,0
3260,14796,0
800,18668,0
0,19100,0
3844,19072,0
784,20580,0
1192,19072,0
404,15624,0
220,16340,0
2852,16076,0
2824,17912,0
240,17472,0
1144,17708,0
1984,22688,0
4340,21204,0
3236,22440,0
2644,23572,0
1180,20504,0
0,17204,0
0,13104,0
0,17864,0
152,15144,0
0,20980,0
0,19060,0
120,18084,0
1496,16192,0
3316,14944,0
624,13412,0
2572,16840,0
2048,16580,0
2836,18192,0
2816,18072,0
3444,18156,0
1492,16960,0
0,19400,0
1856,17776,0
1464,17300,0
2004,16624,0
1892,18088,0
2316,16236,0
2744,17544,0
2292,16376,0
2236,18120,0
4104,19812,0
2372,15960,0
2108,16312,0
2256,13776,0
1888,14124,0
2388,17168,0
940,19032,0
1828,18980,0
868,19120,0
1124,17640,0
2608,18536,0
2052,17200,0
2916,17196,0
1992,14136,0
2172,16292,0
1788,14744,0
10356,15116,0
0,16104,0
11500,30684,0
6284,11968,0
6028,18388,0
3080,20432,0
896,15504,0
1984,13376,0
756,22772,0
0,12988,0
2432,18896,0
0,18668,0
1880,17956,0
900,16584,0
2280,17136,0
1800,12596,0
1052,13800,0
3976,15184,0
4420,14400,0
5484,15556,0
5208,17224,0
5892,26912,0
0,17488,0
