3324,19448,0
3360,19488,0
3608,18624,0
1456,15816,0
1680,15388,0
988,13096,0
1004,14144,0
544,14292,0
1516,15484,0
1184,15640,0
648,15608,0
1352,17568,0
824,19280,0
1840,19308,0
2044,18704,0
3160,20380,0
3396,21364,0
3160,20764,0
3496,19112,0
2196,16840,0
2304,15456,0
2656,15472,0
3088,15960,0
2548,15384,0
2808,15496,0
2240,17148,0
2444,17500,0
2228,17528,0
2412,17144,0
2308,17664,0
1948,18440,0
2268,18260,0
3616,19632,0
2504,19048,0
3504,18404,0
3740,23112,0
4072,20648,0
2988,16704,0
2964,14256,0
2208,15496,0
1368,14936,0
2320,16016,0
1668,16052,0
1984,15384,0
1924,15468,0
3060,18684,0
1300,20836,0
1516,20000,0
2256,18564,0
1204,19940,0
4824,17468,0
3128,17712,0
4256,16596,0
3548,18200,0
3992,17452,0
4680,19720,0
3880,18208,0
4020,19436,0
3268,18008,0
4668,17028,0
2492,16592,0
2864,16860,0
3496,16548,0
2376,16748,0
2628,16872,0
3200,18188,0
2740,17968,0
4448,17828,0
4068,18296,0
3216,19260,0
3552,19616,0
3024,17752,0
3352,18692,0
2380,16360,0
3680,17732,0
2520,15624,0
2580,15660,0
2680,16956,0
2140,16228,0
1884,17740,0
2012,16904,0
2008,17628,0
1400,17760,0
2220,16612,0
2940,16876,0
956,15296,0
2052,18348,0
2060,17444,0
1784,15624,0
3388,17032,0
3084,17708,0
5496,20304,0
4964,21064,0
4260,22824,0
3768,21540,0
2504,19456,0
1828,15264,0
2652,12568,0
684,15548,0
1572,12552,0
0,13560,0
800,14056,0
1096,17884,0
88,20280,0
3236,20744,0
2180,21772,0
2440,21276,0
4232,20588,0
3108,17972,0
3648,17604,0
2624,15456,0
2896,14548,0
1280,17684,0
2580,14324,0
3408,13192,0
428,15524,0
1536,17788,0
1188,17828,0
4220,18236,0
1200,19544,0
624,17896,0
980,18732,0
756,17776,0
868,19192,0
964,16572,0
2620,19316,0
1568,16308,0
1316,15940,0
3080,16972,0
432,16584,0
1228,19760,0
1712,17284,0
1592,17888,0
1344,19632,0
44,18064,0
2236,16720,0
1116,15948,0
3848,15952,0
2176,20576,0
876,19496,0
1704,15700,0
2480,18788,0
412,20092,0
0,16984,0
2080,10588,0
0,16912,0
248,14540,0
920,16340,0
900,16416,0
1148,16648,0
1340,17268,0
1436,18960,0
1532,20264,0
2120,22232,0
728,21788,0
1900,20036,0
2616,18208,0
2028,17248,0
3492,18344,0
1564,16116,0
3392,12316,0
1872,14212,0
1728,15260,0
1724,16488,0
2036,16212,0
1972,16648,0
1464,17136,0
1360,18292,0
1940,18364,0
1468,18596,0
1768,18292,0
1788,19156,0
2788,19920,0
5540,21584,0
4072,23232,0
3336,19008,0
1200,18940,0
4688,13960,0
1524,11064,0
0,15376,0
0,12208,0
2476,15096,0
740,15488,0
3324,16948,0
840,20044,0
1388,21624,0
1992,20388,0
4360,19948,0
2648,20268,0
3400,17672,0
3276,16732,0
2552,17412,0
2192,17672,0
2424,18044,0
4496,19504,0
3704,21536,0
5140,23464,0
4648,20380,0
2940,17472,0
1148,17504,0
3104,14748,0
2204,11840,0
1868,15112,0
1456,13324,0
828,15264,0
1000,16808,0
1856,17580,0
2860,18780,0
3240,20288,0
1868,22956,0
1504,22488,0
2928,19360,0
2856,16404,0
2540,17328,0
2244,16360,0
2048,15988,0
1740,14556,0
2864,14628,0
1628,15500,0
2620,16692,0
1772,16248,0
1688,18144,0
2164,18028,0
396,14996,0
1720,17244,0
3240,17788,0
1960,18516,0
2408,18436,0
5160,17656,0
2824,21320,0
4948,19600,0
3736,21320,0
5440,20996,0
3456,20664,0
1612,17692,0
2512,15516,0
668,13272,0
1236,14888,0
0,12692,0
1064,13672,0
0,14036,0
1780,15748,0
920,16544,0
1940,18408,0
2512,19136,0
3180,22308,0
3104,21692,0
3672,21384,0
5376,20708,0
4752,20076,0
3364,17564,0
1468,17936,0
1996,14720,0
1848,11388,0
1560,16520,0
0,15660,0
2616,14876,0
276,16076,0
1708,17232,0
1664,20260,0
3108,21332,0
2808,22024,0
2700,18936,0
2324,17700,0
2740,17712,0
2760,16756,0
2672,15428,0
3036,15400,0
1776,14128,0
1976,15428,0
1620,15176,0
